1.169441342353820801e-01,2.928963187336921514e+00,2.798355710506439387e+00
1.173889726400375449e-01,2.923533600568771540e+00,2.777888217568397433e+00
1.173661559820175226e-01,2.918601658940315424e+00,2.754344710707664401e+00
1.172009944915771568e-01,2.913884660601615995e+00,2.724944582581520169e+00
1.169082671403884888e-01,2.909329193830489935e+00,2.691608667373657227e+00
1.165398299694061363e-01,2.905004572868347346e+00,2.653718322515487671e+00
1.162389785051345936e-01,2.901065069437026800e+00,2.604134613275527865e+00
1.158460825681686401e-01,2.898045232892036527e+00,2.539022612571716131e+00
1.249305695295333946e-01,2.809074527025222867e+00,4.086195856332779375e-01
1.255114436149597223e-01,2.805965930223464966e+00,3.805779129266738670e-01
1.260185092687606812e-01,2.802332723140716464e+00,3.577158808708190696e-01
1.263062238693237471e-01,2.799368977546691895e+00,3.470843553543090931e-01
1.262688010931015126e-01,2.796649473905563177e+00,3.413628190755844116e-01
1.260530799627304077e-01,2.795303031802177429e+00,3.368136614561080822e-01
1.099627554416656577e-01,2.918530356884002863e+00,1.584174332860857293e+00
1.092260539531707819e-01,2.924074631929397761e+00,1.451803207769990056e+00
1.084393113851547241e-01,2.930226314067840399e+00,1.328092660009861037e+00
1.077137589454650879e-01,2.936340314149856745e+00,1.218748493492603391e+00
1.069482773542404230e-01,2.941743367910385043e+00,1.134668201208114624e+00
1.063062995672225952e-01,2.945727899670600891e+00,1.077386808395385698e+00
1.058013081550598228e-01,2.948553881049156278e+00,1.044621957838535398e+00
1.055791050195694081e-01,2.949724876880645663e+00,1.008569607138633639e+00
1.055388301610946655e-01,2.950314307212829501e+00,9.875564157962798406e-01
1.059981018304824857e-01,2.948222866654396146e+00,9.624519124627113342e-01
1.067335933446884183e-01,2.943105366826057612e+00,9.264745369553565313e-01
1.081193596124649103e-01,2.934690514206886203e+00,8.932286351919174194e-01
1.105993747711181696e-01,2.922601142525672824e+00,8.493885442614554915e-01
1.137378752231597984e-01,2.908963522315025418e+00,8.229427844285964744e-01
1.170627117156982505e-01,2.894694554805755438e+00,8.722908079624175359e-01
1.212169855833053617e-01,2.883158746361732305e+00,1.007882341742515564e+00
1.254052251577377486e-01,2.870938611030578791e+00,1.167493939399719238e+00
1.291430085897445623e-01,2.857519996166229426e+00,1.338250372558832169e+00
1.335307210683822632e-01,2.841912364959716886e+00,1.475734095461666673e+00
1.375300318002700695e-01,2.828801342844962985e+00,1.587129171099513902e+00
1.408397436141967662e-01,2.818598493933677673e+00,1.673933831229805991e+00
1.351076632738113514e-01,2.895503941178321661e+00,1.353377406299114183e+00
1.336298525333404486e-01,2.891844546794891446e+00,1.416834983229637190e+00
1.316549152135849110e-01,2.886146777868270785e+00,1.507637995295226574e+00
1.305672347545623890e-01,2.877652585506439209e+00,1.618510678038001194e+00
1.312339305877685547e-01,2.868240022659301669e+00,1.704619546234607652e+00
1.327559053897857666e-01,2.854403448104858576e+00,1.725995675846934363e+00
1.333291739225387629e-01,2.842258244752883911e+00,1.743183436244726270e+00
